REPORTING YEAR,FACILITY NAME,GHGRP ID,REPORTED ADDRESS,LATITUDE,LONGITUDE,CITY NAME,COUNTY NAME,STATE,ponds,unlined,landfill,ZIP CODE,PARENT COMPANIES,GHG QUANTITY (METRIC TONS CO2e),SUBPARTS
2014,R D Morrow,1000535,304 OLD OKAHOLA SCHOOL ROAD,31.2194,-89.3933,PURVIS,Lamar,MS,,,,39475,SOUTH MISSISSIPPI ELECTRIC POWER ASSOC (100%);,813659,D
2014,Red Hills Generating Facility,1006935,2391 Pensacola Road,33.3761,-89.2183,Ackerman,Choctaw,MS,,,,39735,SE CHOCTAW LLC (100%);,3084933,"C,D"
2014,Rex Brown,1000702,1960 W NORTHSIDE DRIVE,32.3564,-90.2125,JACKSON,Hinds,MS,,,,39213,ENTERGY CORP (100%);,60782,"C,D"
2014,Silver Creek Generating Plant,1000190,217 MOSES LANE,31.6004,-89.9468,PRENTISS,Jefferson Davis,MS,,,,39474,SOUTH MISSISSIPPI ELECTRIC POWER ASSOC (100%);,42752,D
2014,Southaven Combined Cycle,1005831,2882 STATELINE RD,34.9939,-90.039,SOUTHHAVEN,DeSoto,MS,,,,38671,US GOVERNMENT (%);,833332,"C,D"
2014,Sweatt Electric Generating Plant,1000697,5118 VALLEY ROAD,32.2925,-88.7461,MERIDIAN,Lauderdale,MS,,,,39307,Southern Company (100%);,7012,"C,D"
2014,Sylvarena Generating Plant,1000298,3012 SMITH COUNTY ROAD 97,31.9842,-89.4131,RALEIGH,Smith,MS,,,,39153,SOUTH MISSISSIPPI ELECTRIC POWER ASSOC (100%);,108781,D
2014,Jack Watson,1000698,LORRAINE ROAD,30.4408,-89.0265,GULFPORT,Harrison,MS,,,,39501,Southern Company (100%);,4071574,"C,D"
2014,Basin Creek Plant,1011063,500 Nils Drive,45.92966,-112.52463,Butte,SILVER BOW COUNTY,MT,,,,59701,Basin Creek Power Services (5.11%);MAXIM POWER USA INC (94.89%);,20781,C
2014,Colstrip Energy LP,1001078,18 Snider Subdivision Road,45.97549,-106.65532,COLSTRIP,ROSEBUD,MT,,,,59323,COLSTRIP ENERGY LP (100%);,421697,C
2014,Colstrip,1001020,1 WAREHOUSE ROAD,45.8831,-106.614,COLSTRIP,Rosebud,MT,,,,59323,NORTHWESTERN ENERGY CORP (10.6%);PORTLAND GENERAL ELECTRIC CO (14.2%);PACIFICORP (7.1%);PPL CORP (25.2%);PUGET HOLDINGS LLC (32.3%);AVISTA CORP (10.6%);,14907331,D
2014,Culbertson Station,1000563,5419 Road 1016,48.2104,-104.3919,Culbertson,Roosevelt,MT,,,,59218,Basin Electric Power Cooperative (100%);,27020,D
2014,Glendive Generating Station,1000718,2001 NORTH MERRILL AVE,47.0539,-104.74,GLENDIVE,Dawson,MT,,,,59330,MDU RESOURCES GROUP INC (100%);,0,
2014,Hardin Generator Project,1000157,RT 1 BX 1144A SUGAR FACTORY RD,45.7578,-107.6,HARDIN,Big Horn,MT,,,,59034,Bicent Power LLC (100%);,851868,"C,D"
2014,Highwood Generating Station,1001696,369 Salem Road,47.55,-111.03,Great Falls,Cascade,MT,,,,59406,"Southern Montana Electric Generation and Transmission Cooperative, Inc. (100%);",2,"C,D"
2014,J E Corette Plant,1000720,301 Charlene Street,45.7747,-108.4803,BILLINGS,Yellowstone,MT,,,,59101,PPL CORP (100%);,628852,D
2014,Lewis & Clark,1007768,SOUTH OF SIDNEY,47.6788,-104.1569,RICHLAND,Richland,MT,,,,59270,MDU RESOURCES GROUP INC (100%);,401958,"C,D"
2014,Mill Creek Generating Station,1007439,241-A Willow Glen Road,46.1066,-112.8755,Anaconda,Deer Lodge,MT,,,,59711,NORTHWESTERN ENERGY CORP (100%);,277021,"C,D"
2014,YELLOWSTONE ENERGY LIMITED PARTNERSHIP,1007803,2215 N. FRONTAGE ROAD,45.811201,-108.428833,BILLINGS,YELLOWSTONE,MT,,,,59101,YELLOWSTONE ENERGY LP (100%);,790576,C
2014,Asheville,1007180,200 CP&L DRIVE,35.4714,-82.5431,ARDEN,Buncombe,NC,,,,28704,DUKE ENERGY CORP (100%);,1600460,"C,D"
2014,Belews Creek,1001187,3195 PINE HALL ROAD,36.2811,-80.0603,BELEWS CREEK,Stokes,NC,,,,27052,DUKE ENERGY CORP (100%);,11483633,"C,D"
2014,Buck,1000831,1555 DUKEVILLE RD,35.7133,-80.3767,SALISBURY,Rowan,NC,,,,28145,DUKE ENERGY CORP (100%);,1421743,"C,D"
2014,Butler-Warner Generation Plant,1000200,2274 CUSTER AVE,35.0986,-78.8294,FAYETTEVILLE,Cumberland,NC,,,,28312,Public Works Commission of the City of Fayetteville (100%);,17333,D
2014,CPI USA North Carolina Roxboro,1000226,331 ALLIE CLAY RD,36.435,-78.9619,ROXBORO,Person,NC,,,,27573,CPI USA North Carolina LLC (100%);,156829,C
2014,CPI USA North Carolina Southport,1000225,1281 POWERHOUSE DR SE,33.9444,-78.0125,SOUTHPORT,Brunswick,NC,,,,28461,CPI USA North Carolina LLC (100%);,338270,C
2014,Cape Fear Steam Electric Plant,1000785,500 CP&L ROAD,35.595,-79.0492,MONCURE,Chatham,NC,,,,27559,DUKE ENERGY CORP (100%);,0,D
2014,Cleveland County Generating Facility,1000565,200 Elm Road ,35.1706,-81.4161,Grover,Cleveland,NC,,,,28073,Southern Company (100%);,415043,"C,D"
2014,Cliffside,1000832,DUKE POWER RD #1002,35.22,-81.7594,CLIFFSIDE,Cleveland,NC,,,,28024,DUKE ENERGY CORP (100%);,5158890,"C,D"
2014,Coastal Carolina Clean Power LLC,1000227,1838 NC 11 & 903,35.0225,-77.8575,KENANSVILLE,Duplin,NC,,,,28349,"ReEnergy Holdings, LLC (100%);",0,
2014,Craven County Wood Energy,1007732,201 Executive Parkway,35.1285,-77.17,New Bern,Craven,NC,,,,28562,DECKER ENERGY (50%);CMS ENERGY CORP (50%);,6552,D
2014,Dan River,1000833,900 S EDGEWOOD RD,36.4862,-79.7208,EDEN,Rockingham,NC,,,,27288,DUKE ENERGY CORP (100%);,1467110,"C,D"
2014,Edgecombe Genco LLC,1000231,6358 OLD BATTLEBORO RD 27809,36.0378,-77.7542,BATTLEBORO,Edgecombe,NC,,,,27809,CALYPSO ENERGY HOLDINGS LLC (100%);,324726,C
2014,Elizabethtown Power LLC,1001211,3100 WEST BROAD ST,34.6474,-78.6407,ELIZABETHTOWN,Bladen,NC,,,,28337,ReEnergy Holdings (100%);,0,
2014,G G Allen,1000830,253 PLANT ALLEN RD.,35.1897,-81.0122,BELMONT,Gaston,NC,,,,28012,DUKE ENERGY CORP (100%);,2312888,"C,D"
2014,H F Lee Steam Electric Plant,1000786,1677 OLD SMITHFIELD ROAD,35.3775,-78.0875,GOLDSBORO,Wayne,NC,,,,27530,DUKE ENERGY CORP (100%);,2376745,"C,D"
2014,L V Sutton Steam Electric Plant,1000828,801 SUTTON STEAM PLANT ROAD,34.2824,-77.9864,WILMINGTON,New Hanover,NC,,,,28401,DUKE ENERGY CORP (100%);,1540362,"C,D"
2014,Lincoln,1001109,6769 OLD PLANK ROAD,35.4317,-81.0347,STANLEY,Lincoln,NC,,,,28164,DUKE ENERGY CORP (100%);,63348,D
2014,Lumberton,1001212,1866 HESTERTOWN ROAD,34.59,-78.9968,LUMBERTON,Robeson,NC,,,,28359,ReEnergy Holdings (100%);,0,
2014,Marshall (NC),1000834,8320 EAST HWY 150,35.5975,-80.9658,TERRELL,Catawba,NC,,,,28682,DUKE ENERGY CORP (100%);,8680690,D
2014,Mayo,1001049,10660 BOSTON ROAD,36.5278,-78.8917,ROXBORO,Person,NC,,,,27574,NORTH CAROLINA EASTERN MUNICIPAL POWER AGENCY (16.17%);DUKE ENERGY CORP (83.83%);,2660455,D
2014,NCEMC Anson Plant,1000459,600 BLEWETT FALLS ROAD,34.9708,-79.9208,LILESVILLE,Anson,NC,,,,28091,North Carolina Electric Membership Corporation (100%);,67601,"C,D"
2014,NCEMC Hamlet Plant,1000462,162 COOPERATIVE WAY,34.8422,-79.7367,HAMLET,Richmond,NC,,,,28345,North Carolina Electric Membership Corporation (100%);,31517,"C,D"
2014,Plant Rowan County,1001153,5755 NC HWY 801,35.7325,-80.6019,SALISBURY,Rowan,NC,,,,28147,Southern Company (100%);,1079133,"C,D"
2014,Richmond County Combustion Turbine Plant,1001150,198 ENERGY WAY,34.8422,-79.7444,HAMLET,Richmond,NC,,,,28345,DUKE ENERGY CORP (100%);,3121015,"C,D"
2014,Riverbend,1000835,175 STEAMPLANT RD,35.36,-80.9742,MOUNT HOLLY,Gaston,NC,,,,28120,DUKE ENERGY CORP (100%);,0,
2014,Rockingham County Combustion Turbine,1001322,240 ERNEST DRIVE,36.3297,-79.8297,REIDSVILLE,Rockingham,NC,,,,27320,DUKE ENERGY CORP (100%);,145860,D
2014,Rosemary Power Station,1000412,120 W 12TH ST,36.4525,-77.6594,ROANOKE RAPIDS,Halifax,NC,,,,27870,DOMINION RESOURCES INC (100%);,39275,"C,D"
2014,Roxboro,1000787,1700 DUNNAWAY ROAD,36.4833,-79.0731,SEMORA,Person,NC,,,,27343,NORTH CAROLINA EASTERN MUNICIPAL POWER AGENCY (3.74%);DUKE ENERGY CORP (96.26%);,11582066,"D,TT"
2014,W H Weatherspoon Steam Electric Plant,1000829,491 POWER PLANT ROAD,34.5889,-78.975,LUMBERTON,Robeson,NC,,,,28358,DUKE ENERGY CORP (100%);,6133,"C,D"
2014,Roanoke Valley Energy Facililty I,1000320,290 POWER PLACE,36.4364,-77.6167,WELDON,Halifax,NC,,,,27890,Westmoreland Coal Company (100%);,541310,C
2014,Roanoke Valley Energy Facility II,1006832,290 POWER PLACE,36.4364,-77.6167,WELDON,Halifax,NC,,,,27890,Westmoreland Coal Company (100%);,89669,C
2014,Antelope Valley,1001055,HWY 200,47.3714,-101.8344,BEULAH,Mercer,ND,,,,58523,BASIN ELECTRIC (100%);,6705591,D
2014,Coal Creek,1007429,2875 3RD ST SW,47.3761,-101.1567,UNDERWOOD,McLean,ND,,,,58576,Great River Energy (100%);,9241215,"C,D,II"
2014,Coyote,1007420,6240 13TH ST SW,47.2217,-101.8139,BEULAH,Mercer,ND,,,,58523,MDU RESOURCES GROUP INC (10%);OTTER TAIL CORP (35%);Northern Municipal Power Agency (30%);NorthWestern Corporation DBA NorthWestern Energy (25%);,3206173,"C,D"
2014,Leland Olds,1000836,HWY 200,47.2819,-101.3194,STANTON,Mercer,ND,,,,58571,BASIN ELECTRIC (100%);,3999565,D
2014,Lonesome Creek Station,1011323,2648 140th Ave NW,47.79674,-103.577316,Alexander,MCKENZIE,ND,,,,58831,BASIN ELECTRIC (100%);,50983,D
2014,Milton R Young,1000837,3401 24TH ST SW,47.0664,-101.2139,CENTER,Oliver,ND,,,,58530,MINNKOTA POWER COOPERATIVE INC (100%);,4873629,"C,D"
2014,Pioneer Generating Station,1011315,5639 151st Ave NW,48.231996,-103.95202,Williston,WILLIAMS,ND,,,,58801,BASIN ELECTRIC (100%);,47291,D
2014,R M Heskett,1007772,2025 38TH ST,46.8669,-100.8839,MANDAN,Morton,ND,,,,58554,MDU RESOURCES GROUP INC (100%);,701627,"C,D"
2014,Spiritwood Station,1000561,3366 93rd Ave SE,46.925,-98.5,Spiritwood,Stutsman,ND,,,,58481,GREAT RIVER ENERGY (100%);,224312,"C,D"
2014,Stanton,1000838,4001 HIGHWAY 200 A,47.2872,-101.3314,STANTON,Mercer,ND,,,,58571,GREAT RIVER ENERGY (100%);,1287635,"C,D"
2014,UNIVERSITY OF NORTH DAKOTA HEATING PLANT,1001074,247 Centennial Drive,47.9328,-97.07067,GRAND FORKS,GRAND FORKS,ND,,,,58202,North Dakota University System (State Board of Higher Education) (100%);,67082,C
2014,Beatrice,1000284,20261 SW 61ST RD,40.3286,-96.8067,BEATRICE,Gage,NE,,,,68310,NEBRASKA PUBLIC POWER DISTRICT (100%);,85755,"C,D"
2014,C W Burdick,1007596,805 E. Bischeld,40.9228,-98.3269,Grand Island,Hall,NE,,,,68801,Grand Island Utilities Department (100%);,1663,"C,D"
2014,Canaday,1006660,74965 RD 435,40.6941,-99.7005,LEXINGTON,Gosper,NE,,,,68850,NEBRASKA PUBLIC POWER DISTRICT (100%);,2543,"C,D"
2014,Cass County Station,1008168,3520 MILL ROAD,40.9472,-95.9667,PLATTSMOUTH,Cass,NE,,,,68048,Omaha Public Power District (100%);,22187,"C,D"
2014,DEC State Boiler Plant,1002693,420 South 14th Street,40.81691,-96.74183,Lincoln,LANCASTER COUNTY,NE,,,,68508,DISTRICT ENERGY CORP (100%);,0,
2014,DEC Thermal Energy Facility,1010723,3801 West O Street,40.8118,-96.77541,Lincoln,LANCASTER COUNTY,NE,,,,68528,DISTRICT ENERGY CORP (100%);,272,C
2014,DON HENRY POWER CENTER,1000199,110 NORTH MARIAN ROAD,40.583086,-98.420023,HASTINGS,ADAMS,NE,,,,68901,"Hastings Utilities / City of Hastings, NE (100%);",48,C
2014,Gerald Gentleman,1006589,6089 SOUTH HWY 25,41.0808,-101.1408,SUTHERLAND,Lincoln,NE,,,,69165,NEBRASKA PUBLIC POWER DISTRICT (100%);,8424273,"C,D"
2014,Whelan Energy Center,1006654,4520 EAST SOUTH ST,40.5806,-98.3106,HASTINGS,Adams,NE,,,,68902,PUBLIC POWER GENERATION AGENCY (PPGA-WEC2) (75%);Hastings Utilities - City of Hastings (HU-WEC1) (25%);,1788042,D
2014,J Street Generating Station,1002956,725 J Street,40.80775,-96.71055,Lincoln,LANCASTER COUNTY,NE,,,,68508,Lincoln Electric Sytem (100%);,0,
2014,Lon Wright,1000722,2701 EAST 1ST ST,41.4275,-96.4619,FREMONT,Dodge,NE,,,,68025,"City if Fremont, NE (100%);",553402,"C,D"
2014,NORTH DENVER STATION,1006172,1228 NORTH DENVER AVENUE,40.596501,-98.388461,HASTINGS,ADAMS,NE,,,,68901,"Hastings Utilities / City of Hastings, NE (100%);",303,C
2014,Nebraska City,1001026,7264 L ROAD,40.6215,-95.7765,NEBRASKA CITY,Otoe,NE,,,,68410,Omaha Public Power District (100%);,8602469,"C,D"
2014,North Omaha,1006069,7475 PERSHING DRIVE,41.3297,-95.9458,OMAHA,Douglas,NE,,,,68112,Omaha Public Power District (100%);,3396599,D
2014,Platte,1007597,1035 W. Wildwood Drive,40.8538,-98.3481,Grand Island,Hall,NE,,,,68801,Grand Island Utilities Department (100%);,634106,"C,D"
2014,Rokeby,1001054,8000 SW 12 ST,40.7316,-96.7364,LINCOLN,Lancaster,NE,,,,68523,Lincoln Electric System (100%);,25624,"C,D"
2014,Sarpy County Station,1000725,8906 S 35TH ST,41.1706,-95.9692,BELLEVUE,Sarpy,NE,,,,68147,Omaha Public Power District (100%);,25604,"C,D"
2014,Sheldon,1007179,4500 WEST PELLA RD,40.5589,-96.7842,HALLAM,Lancaster,NE,,,,68368,NEBRASKA PUBLIC POWER DISTRICT (100%);,1416819,"C,D"
2014,Terry Bundy Generating Station,1007144,7707 BLUFF ROAD,40.9108,-96.6147,LINCOLN,Lancaster,NE,,,,68517,Lincoln Electric System (100%);,39433,"C,D"
2014,Essential Power Newington Energy LLC,1000170,200 SHATTUCK WAY,43.1047,-70.8044,NEWINGTON,Rockingham,NH,,,,3801,"Essential Power, LLC (100%);",414879,"C,D"
2014,Granite Ridge Energy,1001345,21 NORTH WENTWORTH AVE,42.9043,-71.4251,LONDONDERRY,Rockingham,NH,,,,3053,"Granite Ridge Energy, LLC (100%);",1393909,D
2014,INDECK ENERGY - ALEXANDRIA LLC,1007126,151 SMITH RIVER ROAD,43.561322,-71.781728,ALEXANDRIA,GRAFTON,NH,,,,3222,"Indeck Energy-Alexandria, LLC (100%);",2093,C
2014,Merrimack,1000729,97 RIVER RD,43.1411,-71.4692,BOW,Merrimack,NH,,,,3304,NORTHEAST UTILITIES (100%);,1098612,"C,D"
2014,Newington,1001181,165 GOSLING RD,43.0974,-70.7834,NEWINGTON,Rockingham,NH,,,,3801,NORTHEAST UTILITIES (100%);,128235,"C,D"
2014,Schiller,1000730,400 GOSLING RD,43.0978,-70.7842,PORTSMOUTH,Rockingham,NH,,,,3801,NORTHEAST UTILITIES (100%);,234081,"C,D"
2014,B L England,1000732,900 NORTH SHORE ROAD,39.29,-74.6339,MARMORA,Cape May,NJ,,,,8223,"RC CAPE MAY HOLDINGS, LLC (100%);",252306,"C,D"
2014,Bayonne Energy Center,1000555,401 Hook Road,40.6529,-74.0916,Bayonne,Hudson,NJ,,,,7002,Bayonne Energy Center (100%);,687744,D
2014,"Bayonne Plant Holding, LLC",1001246,10 HOOK ROAD,40.6543,-74.1023,BAYONNE,Hudson,NJ,,,,7002,BAYONNE PLANT HOLDING LLC (100%);,356159,"C,D"
2014,Bergen,1000742,VICTORIA TERRACE,40.8375,-74.0244,RIDGEFIELD,Bergen,NJ,,,,7657,PUBLIC SERVICE ENTERPRISE GROUP INC (100%);,2621891,"C,D"
2014,Burlington Generating Station,1000743,,40.0753,-74.8781,BURLINGTON,Burlington,NJ,,,,8016,PUBLIC SERVICE ENTERPRISE GROUP INC (100%);,67541,"C,D,W"
2014,"Camden Plant Holding, LLC",1001226,570 CHELTON AVE,39.9175,-75.1192,CAMDEN,Camden,NJ,,,,8104,CAMDEN PLANT HOLDING LLC (100%);,208951,"C,D"
2014,Carlls Corner Energy Center,1000733,BURLINGTON ROAD,39.4547,-75.2011,UPPER DEERFIELD TWP,Cumberland,NJ,,,,8302,CALPINE CORP (100%);,35774,"C,D"
2014,Carneys Point,1005877,500 SHELL RD,39.6928,-75.4867,CARNEYS POINT,Salem,NJ,,,,8069,"Calypso Energy Holdings LLC (60%);Epsilon Power Partners, LLC (Atlantic Power Generation) (40%);",1204343,C
2014,Cedar Energy Station,1000734,RT 9,39.6893,-74.2618,CEDAR RUN,Ocean,NJ,,,,8050,CALPINE CORP (100%);,4962,"C,D"
2014,Cumberland Energy Center,1006939,4001 EAST MAIN ST,39.3757,-74.9654,MILLVILLE,Cumberland,NJ,,,,8332,CALPINE CORP (100%);,62699,"C,D"
2014,Deepwater,1000737,373 NORTH BROADWAY,39.6747,-75.5015,PENNSVILLE,Salem,NJ,,,,8070,CALPINE CORP (100%);,519,D
2014,"E F Kenilworth, Inc.",1005905,2000 GALLOPING HILL RD BLDG K-14,40.6781,-74.2744,KENILWORTH,Union,NJ,,,,7033,Atlantic Power Corporation (100%);,77249,C
2014,"EFS Parlin Holdings, LLC",1001253,790 WASHINGTON ROAD,40.4586,-74.3327,PARLIN,Middlesex,NJ,,,,8859,General Electric Company (100%);,35532,"C,D"
2014,Eagle Point Power Generation,1001248,1250 Crown Point Road,39.8746,-75.1592,WESTVILLE,Gloucester,NJ,,,,8093,"ROCKLAND CAPITAL, LLC (100%);",172121,D
2014,Edison,1000744,164 SILVER LAKE AVE,40.4911,-74.3958,EDISON,Middlesex,NJ,,,,8817,PUBLIC SERVICE ENTERPRISE GROUP INC (100%);,34755,"C,D"
2014,Elmwood Park Power - LLC,1007297,15 RIVER ROAD,40.9056,-74.1308,ELMWOOD PARK,Bergen,NJ,,,,7407,ELMWOOD PARK POWER LLC (100%);,77789,"C,D"
2014,Essex,1000745,155 RAYMOND BOULEVARD,40.7375,-74.1211,NEWARK,Essex,NJ,,,,7105,PUBLIC SERVICE ENTERPRISE GROUP INC (100%);,59044,D
2014,Forked River,1001076,ROUTE 9 SOUTH,39.8154,-74.2098,FORKED RIVER,Ocean,NJ,,,,8731,"Maxim Power (USA), Inc. [Registered Agent: The Corporation Trust Company of Nevada] (100%);",5339,"C,D"
2014,Gilbert Generating Station,1000741,315 RIEGELSVILLE RD RTE 627,40.5661,-75.165,MILFORD,Hunterdon,NJ,,,,8848,NRG ENERGY INC (100%);,52893,"C,D"
2014,Howard M Down,1000751,211 N WEST AVE,39.4889,-75.0347,VINELAND,Cumberland,NJ,,,,8360,City of Vineland (100%);,39321,"C,D"
2014,PSEG Hudson Generating Station,1000746,DUFFIELD AND VAN KEUREN AVE,40.7478,-74.0719,JERSEY CITY,Hudson,NJ,,,,7306,PUBLIC SERVICE ENTERPRISE GROUP INC (100%);,771756,"C,D"
2014,Inlet District Energy Center,1010692,121 South Massachusetts Avenue,39.364936,-74.415557,Atlantic City,ATLANTIC COUNTY,NJ,,,,8401,SOUTH JERSEY INDUSTRIES INC (50%);DCO Energy (50%);,31203,C
2014,Kearny Generating Station,1000747,HACKENSACK AVE,40.7375,-74.1,KEARNY,Hudson,NJ,,,,7032,PUBLIC SERVICE ENTERPRISE GROUP INC (100%);,317446,"C,D"
2014,Lakewood Cogeneration,1001283,123 ENERGY WAY,40.0613,-74.1686,LAKEWOOD,Ocean,NJ,,,,8701,"Essential Power, LLC (80%);OSAKA GAS ENERGY AMERICA CORP (20%);",329708,"C,D"
2014,Linden Cogeneration Facility,1001232,,40.6322,-74.2156,LINDEN,Union,NJ,,,,7036,"Highstar Linden Main Interco LLC (11.036%);General Electric Company (50%);Highstar Linden CIV A, LLC (11.5443%);Highstar Linden Prism/IV-A Interco LLC (15.8754%);Highstar Linden CIV B, LLC (11.5443%);",2292144,D
2014,Linden Generating Station,1007330,WOOD AVE SOUTH,40.6225,-74.2097,LINDEN,Union,NJ,,,,7036,PUBLIC SERVICE ENTERPRISE GROUP INC (100%);,2282642,"C,D"
2014,Logan Generating Company LP,1001201,76 ROUTE 130,39.7914,-75.4081,SWEDESBORO,Gloucester,NJ,,,,8085,CALYPSO ENERGY HOLDINGS LLC (100%);,967441,C
2014,Marina Thermal Facility,1008787,1077 Absecon Blvd,39.370885,-74.430391,Atlantic City,ATLANTIC,NJ,,,,8401,SOUTH JERSEY INDUSTRIES INC (50%);DCO Energy (50%);,45196,C
2014,PSEG Mercer Generating Station,1000748,LAMBERTON ROAD,40.1797,-74.7325,HAMILTON,Mercer,NJ,,,,8611,PUBLIC SERVICE ENTERPRISE GROUP INC (100%);,513754,"C,D"
2014,Mickleton Energy Center,1001184,HARMONY ROAD,39.8139,-75.2508,MICKLETON,Gloucester,NJ,,,,8056,CALPINE CORP (100%);,18978,"C,D"
2014,Mid-Town Thermal Center,1003391,1825 Atlantic Ave,39.36023,-74.43437,Atlantic City,ATLANTIC COUNTY,NJ,,,,8401,PEPCO HOLDINGS INC (100%);,47645,C
2014,Middle Energy Center,1000735,RAILROAD AVE,39.0267,-74.8769,RIO GRANDE,Cape May,NJ,,,,8242,CALPINE CORP (100%);,2453,"C,D"
2014,Newark Bay Cogen,1001239,414 462 AVE P,40.7197,-74.13,NEWARK,Essex,NJ,,,,7105,NEWARK BAY COGENERATION PTNR LP (100%);,192464,"C,D"
2014,"North Jersey Energy Associates, A LP",1001208,601 JERNEE MILL ROAD,40.439,-74.3444,SAYREVILLE,Middlesex,NJ,,,,8872,"NextEra Energy Resources (50%);Suez Energy Generation NA, Inc (50%);",626343,D
2014,"Ocean Peaking Power, LP",1000373,123 ENERGY WAY,40.0606,-74.1672,LAKEWOOD,Ocean,NJ,,,,8701,"Essential Power, LLC (100%);",175996,"C,D"
2014,PPL Cumberland County Gas to Energy Plant,1004203,169 Jesse Bridge Road,39.45187,-75.0998,Upper Deerfield Township,CUMBERLAND COUNTY,NJ,,,,8332,PPl Corporation (100%);,95,C
2014,Pedricktown Cogeneration Plant,1001202,143 HIGHWAY 130,39.7661,-75.4242,PEDRICKTOWN,Salem,NJ,,,,8067,PEDRICKTOWN COGENERATION CO LP (100%);,105375,"C,D"
2014,Red Oak Power LLC,1000095,832 RED OAK LANE,40.4481,-74.3497,SAYREVILLE,Middlesex,NJ,,,,8872,"Red Oak Power Holdings, LLC (100%);",2110239,"C,D"
2014,Salem,1000750,"39.4676, -75.5304 [END OF BUTTONWOOD ROAD]",39.4625,-75.5333,HANCOCKS BRIDGE,Salem,NJ,,,,8038,EXELON CORP (21.5%);PUBLIC SERVICE ENTERPRISE GROUP INC (78.5%);,0,
2014,Sayreville,1000740,RIVER RD,40.4753,-74.3552,SAYREVILLE,Middlesex,NJ,,,,8872,NRG ENERGY INC (100%);,2930,"C,D"
2014,Sewaren Generating Station,1005737,751 CLIFF ROAD,40.5564,-74.2461,SEWAREN,Middlesex,NJ,,,,7077,PUBLIC SERVICE ENTERPRISE GROUP INC (100%);,38198,"C,D"
2014,Sherman Avenue,1001110,ORCHARD ROAD,39.451,-75.0578,VINELAND,Cumberland,NJ,,,,8360,CALPINE CORP (100%);,21671,"C,D"
2014,"Veolia Energy Trenton, L.P.",1003084,320 S. Warren Street,40.216903,-74.765378,Trenton,MERCER COUNTY,NJ,,,,8608,"Veolia Environnement North America Operations, Inc. (100%);",48748,C
2014,Werner,1000738,MAIN ST,40.4906,-74.2814,SOUTH AMBOY,Middlesex,NJ,,,,8879,NRG ENERGY INC (100%);,2544,"C,D"
2014,West Deptford Energy Station,1011543,3 Paradise Road,39.84447,-75.21954,West Deptford,GLOUCESTER COUNTY,NJ,,,,8066,"LS Power Development, LLC (100%);",225555,"C,D"
2014,West Station,1001065,1185 NEW PEACH ST,39.4903,-75.0486,VINELAND,Cumberland,NJ,,,,8360,City of Vineland (100%);,2710,"C,D"
2014,ANIMAS POWER PLANT,1005490,501 MCCORMICK SCHOOL ROAD,36.72502,-108.19193,FARMINGTON,SAN JUAN COUNTY,NM,,,,87401,City of Farmington (100%);,70640,C
2014,Afton Generating Station,1006556,10100 WEST AFTON ROAD,32.1134,-106.848,LA MESA,Dona Ana,NM,,,,88044,Public Service Company of New Mexico (100%);,234753,"C,D"
2014,Bluffview Power Plant,1000463,755 MURRAY DRIVE,36.7164,-108.2153,FARMINGTON,San Juan,NM,,,,87401,City of Farmington (100%);,140752,D
2014,Cunningham,1000755,13M W OF HOBBS ON HWY 62/180,32.7131,-103.3533,HOBBS,Lea,NM,,,,88240,XCEL ENERGY INC (100%);,605603,"C,D"
2014,Escalante,1001419,COUNTY ROAD 19,35.4159,-108.082,PREWITT,McKinley,NM,,,,87045,TRI-STATE GENERATION & TRANSMISSION (100%);,1445423,"C,D"
2014,Four Corners,1007245,END OF COUNTY RD 6675,36.69,-108.4814,FRUITLAND,San Juan,NM,,,,87416,EL PASO ELECTRIC CO (7%);SALT RIVER PROJECT (10%);ARIZONA PUBLIC SERVICE CO (63%);PUBLIC SERVICE CO OF NEW MEXICO (13%);TUCSON ELECTRIC POWER CO (7%);,7861268,"C,D"
2014,Hobbs Generating Station,1007328,98 N. TWOMBLY LANE,32.7282,-103.3095,HOBBS,Lea,NM,,,,88242,"LEA POWER PARTNERS, LLC (100%);",1134396,"C,D"
2014,LCEC Generation,1007773,2023 Power Plant Lane,32.97619,-103.32575,Lovington,LEA,NM,,,,88260,WESTERN FARMERS ELECTRIC COOPERATIVE (100%);,32130,C
2014,Lordsburg Generating Station,1000162,2 POWER PLANT ROAD,32.3494,-108.6975,LORDSBURG,Hidalgo,NM,,,,88045,Public Service Company of New Mexico (100%);,14155,D
2014,Luna Energy Facility,1000795,1895 ARROWHEAD DR NW,32.2983,-107.78,DEMING,Luna,NM,,,,88030,TUCSON ELECTRIC POWER CO (33.3%);FREEPORT MCMORAN COPPER & GOLD (33.3%);Public Service Company of New Mexico (33.3%);,854120,"C,D"
2014,Maddox,1000753,9M W OF HOBBS ON HWY 62/180,32.7131,-103.31,HOBBS,Lea,NM,,,,88240,XCEL ENERGY INC (100%);,250400,"C,D"
2014,Milagro Cogeneration and Gas Plant,1001286,188 CR 4900,36.7367,-107.9417,BLOOMFIELD,San Juan,NM,,,,87413,"WILLIAMS PARTNERS, LP (100%);",238552,"C,D,W"
2014,Pyramid Generating Station,1000181,53 RAMOS FARMS ROAD,32.2363,-108.5494,LORDSBURG,Hidalgo,NM,,,,88045,TRI-STATE GENERATION & TRANSMISSION (100%);,38495,D
